Year,Site,Type,Year_Type,NPST_LIST2,NPST_RHCO,NPFV_TORA2,NPST_ASPA18,IPFV_CEAS,NPFV_CEER2,NPFV_ASOB,NPST_ILOP,NPST_ILVO,NPST_BAHA,NAFV_COCA5,NPFV_ECSA,NPFV_EUCA5,NPFV_EULE,NPFV_EUCO7,NPFV_EUPE3,NPFV_EURO4,NPFV_EUSE2,NPFV_EULE4,NPFV_GAEE,NAFV_GAPU3,NPFV_HEAN2,IAFV_Lactuca.spp,NPFV_HYAR3,NPFV_LIAC,NPFV_PIGR4,NAFV_PYCA2,NPFV_RUGR,NPFV_RUHI2,NPFV_SIGR4,NPFV_SOAL6,NPFV_SORU2,NPFV_SYDU2,NPFV_CARA2,NAFV_LOAP,NPFV_LOPU,NPFV_LETE,NPG_CYEC2,IPG_CYES,NPG_FUBR,NPG_RHCA9,NPG_RHGR,NPG_RHIN4,NPG_RHRE8,NPG_RHPL3,NPFV_PTAQ,NPST_VAAR,NPST_VAEL,NPFV_EUCO10,NPFV_CEVI2,NAFV_CRSA4,NPFV_LECA8,NPFV_MIST2,NPFV_RHTO3,NPFV_SEHE8,NPFV_TEON,NPST_QUNI,NPST_QUMA3,NPST_TOPU2,NPFV_GESE,IAFV_CEPU3,NAFV_Sabatia.spp,NPFV_PRPE,NPST_HYFA,NPST_HYGA,NPST_HYHY,NPST_HYST3,NPFV_SIAN3,NPG_JUBR,NPG_JUPO5,NPFV_MOPU,NPFV_PHDI7,NPFV_PYTE,NPFV_SCIN2,NPFV_ALAU,NPFV_LIMET,IPFV_LYJA,NPMoss_Lycopodiella,NPST_MAVI2,NPFV_RHAL4,NPFV_RHLU,NPFV_RHMA,NPST_MOCE2,NPST_NYSY,NPFV_LUPI,NAFV_AGFI,NPFV_Oxalis.spp,NPTV_SMRO,NPG_SCSC,NPG_DIAC,NPG_DISC2,NAG_PAVE2,NPG_PAPL3,NPG_SEPA10,NAFV_POCR,NAFV_POMA8,NPST_PRSE2,NPST_Rubus.spp,NAFV_DIVI3,NAFV_DITE2,NPFV_MEAC,NPST_SMGL,NPST_SYTI,NAFV_POPR4,NPST_CAAM2,NPFV_PHLA3,NPFV_VIRO3,NPFV_XYLO2,NPFV_XYAM,NPFV_CHMA14,NPFV_STUM2,NPFV_PAQU2,NPFV_EURE8,NPFV_PLRO,NAFV_POSA3,NPFV_RUHU,NAFV_Bidens.spp,NPST_ACRU,NPST_HYPU,NAFV_CIHO2,NPFV_VIPR4,NPFV_BICA,ANFV_EVCA,NPG_DISC3,NPFV_SIAN3,NPFV_COCO13,ANFV_TRPE4,ANFV_ERHI12
2014,S13_,S13,2014_S13,0,1,0,0,0,0,0,0,0,0,4,0,22,3,0,0,14,2,0,0,2,16,0,2,0,1,0,0,0,0,12,0,0,0,1,0,1,0,0,3,3,0,0,8,0,10,3,1,0,9,0,9,0,0,0,6,0,0,0,0,4,0,4,1,0,6,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,30,26,0,0,0,0,6,0,20,4,2,7,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,S13_17,S13,2014_S13,1,1,0,0,9,0,1,0,0,0,8,0,24,6,6,0,24,6,4,0,7,35,0,0,0,0,0,0,4,0,8,2,0,5,0,0,0,4,0,0,14,1,0,0,0,5,0,0,0,7,1,4,0,0,0,7,0,0,0,0,1,0,0,1,0,9,9,5,0,1,0,0,1,3,1,0,2,0,0,0,1,9,0,0,9,0,0,0,40,34,29,4,4,1,0,6,0,11,19,0,19,17,2,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,S13_2,S13,2014_S13,0,0,0,0,2,0,0,0,0,1,14,0,24,3,0,2,17,3,0,0,2,28,0,1,0,0,0,2,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,23,0,19,3,0,0,12,0,5,0,0,0,11,0,0,0,0,3,0,0,0,2,3,12,5,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,38,21,39,0,0,0,0,20,0,10,6,0,18,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,S13_26,S13,2014_S13,0,0,0,0,1,0,0,0,0,0,1,0,1,9,0,0,16,0,0,0,0,38,0,0,0,0,0,0,0,0,5,2,6,0,0,0,0,0,0,0,7,0,1,1,0,0,1,0,0,0,5,3,0,0,0,11,0,0,0,0,1,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,30,27,11,8,0,0,26,0,7,6,0,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,S13_9,S13,2014_S13,0,0,3,0,0,0,4,0,0,3,12,0,12,1,0,2,19,0,5,0,4,37,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,7,0,3,0,0,0,0,0,0,2,0,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,22,38,2,0,0,0,5,0,2,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,R10,E13,2015_E13,0,0,2,0,0,0,0,0,0,1,1,0,15,9,2,2,18,0,0,0,0,15,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,2,2,2,0,0,3,0,0,0,0,9,1,0,0,0,0,0,40,27,23,5,2,0,0,0,0,0,0,0,1,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,R11,E13,2015_E13,2,5,2,0,0,0,0,0,8,2,4,0,21,4,18,11,2,3,1,0,21,3,0,0,0,0,3,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,4,0,0,9,4,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,2,0,1,0,5,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,36,19,32,3,3,0,0,0,0,11,0,10,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,R6,E13,2015_E13,0,1,8,1,1,6,0,0,1,2,0,0,19,1,4,0,16,1,2,0,17,6,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,8,1,0,0,2,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,7,0,0,0,0,18,0,3,0,0,0,2,31,2,5,0,1,0,0,1,0,37,1,0,11,29,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,R8,E13,2015_E13,0,4,2,2,1,2,0,0,1,1,4,1,12,0,1,0,4,0,0,1,13,21,0,1,0,0,6,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,11,0,0,3,1,0,5,0,0,0,1,0,0,0,3,0,0,4,0,1,5,7,0,0,1,0,0,4,0,0,0,3,0,1,0,0,0,0,2,25,28,29,0,0,0,0,0,0,25,1,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,R9,E13,2015_E13,0,0,4,0,0,2,0,1,10,0,8,0,22,0,5,3,10,0,1,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,0,0,2,0,1,0,0,2,5,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,1,0,0,0,4,1,7,0,0,0,0,0,33,29,27,3,0,0,0,1,0,22,0,0,0,13,4,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,S08_1,S08,2015_S08,0,0,9,0,0,1,0,0,16,0,0,0,1,18,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,5,0,0,0,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,2,10,24,0,0,0,0,0,16,1,0,0,20,4,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,S08_17,S08,2015_S08,0,3,5,3,0,3,0,2,6,0,0,0,0,3,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,7,0,0,0,4,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,26,0,9,12,0,0,0,0,0,24,5,7,0,14,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,S08_3,S08,2015_S08,0,0,1,0,0,1,0,0,1,0,0,0,2,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8,0,0,0,32,0,15,7,0,0,0,0,0,11,9,2,0,23,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2015,S08_32,S08,2015_S08,1,0,0,0,1,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,6,0,0,0,35,6,28,8,0,0,0,0,0,6,17,0,0,16,4,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,S08_36,S08,2015_S08,3,0,1,0,0,0,0,2,0,1,0,0,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,3,5,17,0,0,0,0,0,35,2,6,0,36,2,1,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2015,S13_,S13,2015_S13,0,0,0,0,0,0,0,1,0,2,0,0,15,13,0,0,12,0,2,0,6,6,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,7,2,1,6,0,10,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,2,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,1,10,0,0,0,0,0,0,32,27,31,0,2,0,1,9,0,17,2,0,8,25,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,S13_17,S13,2015_S13,1,0,0,0,0,3,0,0,0,2,0,0,25,7,0,1,22,2,8,0,5,37,0,0,0,1,0,0,2,3,3,5,2,4,8,0,0,0,0,2,10,0,0,0,0,6,0,0,1,0,0,0,1,0,0,6,0,0,0,0,1,0,0,1,0,1,7,0,1,11,0,0,1,0,0,2,3,0,0,0,0,20,1,0,0,0,2,0,30,23,22,0,1,0,0,4,0,10,4,2,9,11,4,0,5,0,0,3,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,S13_2,S13,2015_S13,0,1,0,0,0,0,0,0,1,2,0,0,25,2,0,0,11,0,1,1,12,33,0,0,0,0,0,0,0,3,0,6,3,8,0,0,1,0,0,0,8,1,0,3,0,27,1,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,1,2,1,7,0,0,1,1,0,0,1,2,3,0,0,0,0,1,14,1,0,0,2,0,0,31,37,40,4,2,1,0,11,0,18,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,S13_26,S13,2015_S13,0,0,0,0,0,1,0,0,0,1,0,0,8,10,0,0,10,0,3,0,6,30,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,2,19,1,0,0,3,0,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,27,34,34,1,9,0,0,6,0,6,4,1,1,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,S13_9,S13,2015_S13,0,2,2,0,0,1,1,0,2,4,0,0,21,1,0,0,20,0,0,0,9,38,0,0,0,0,0,6,0,3,0,7,5,7,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,7,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,31,23,2,0,0,0,4,0,5,0,0,5,7,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,R10,E13,2016_E13,0,0,0,0,0,0,0,0,0,5,2,0,7,3,19,1,8,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,28,2,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
2016,R11,E13,2016_E13,0,0,1,0,0,0,0,0,10,3,5,0,0,1,21,5,6,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,33,0,32,0,0,0,0,0,0,25,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0
2016,R6,E13,2016_E13,0,1,3,0,0,5,0,0,3,0,4,0,6,0,18,0,7,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,32,0,1,2,0,0,0,0,0,36,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2016,R8,E13,2016_E13,0,0,1,0,0,1,0,0,0,1,7,1,2,0,15,1,0,0,0,0,19,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,30,1,10,14,0,0,0,0,0,34,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,0,0,1,0
2016,R9,E13,2016_E13,0,0,2,0,0,3,0,2,9,4,15,0,0,0,25,2,1,0,0,0,14,3,1,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,31,0,12,16,0,0,0,0,0,26,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,S08_1,S08,2016_S08,2,0,2,0,0,1,0,0,7,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,17,0,10,8,0,0,0,0,0,17,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,S08_17,S08,2016_S08,2,1,6,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,17,17,0,0,0,0,0,24,0,0,0,10,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,S08_3,S08,2016_S08,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,6,2,0,0,0,0,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,S08_32,S08,2016_S08,1,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,25,0,19,1,0,0,0,0,0,3,3,0,0,17,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,S08_36,S08,2016_S08,4,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,3,8,4,0,0,0,0,0,25,0,0,0,27,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,S13_17,S13,2016_S13,1,0,2,0,0,4,0,0,1,1,1,0,14,6,1,2,14,0,2,0,1,24,0,0,0,0,0,0,1,0,0,11,5,9,0,2,1,0,0,0,11,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,39,0,16,19,0,1,0,0,0,2,13,2,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
