Plot,Type,Year,Site,Group,Incidence
E13-R9-43,E13,2014,R9,High,5
E13-R9-43,E13,2014,R9,Very.high,1
E13-R9-43,E13,2014,R9,Invasive,0
E13-R9-43,E13,2014,R9,No_data,19
E13-R9-44,E13,2014,R9,Colonizing,31
E13-R9-44,E13,2014,R9,Fairly.high,18
E13-R9-44,E13,2014,R9,High,7
E13-R9-44,E13,2014,R9,Very.high,0
E13-R9-44,E13,2014,R9,Invasive,1
E13-R9-44,E13,2014,R9,No_data,20
E13-R9-5,E13,2014,R9,Colonizing,30
E13-R9-5,E13,2014,R9,Fairly.high,24
E13-R9-5,E13,2014,R9,High,9
E13-R9-5,E13,2014,R9,Very.high,0
E13-R9-5,E13,2014,R9,Invasive,0
E13-R9-5,E13,2014,R9,No_data,9
E13-R9-6,E13,2014,R9,Colonizing,29
E13-R9-6,E13,2014,R9,Fairly.high,16
E13-R9-6,E13,2014,R9,High,7
E13-R9-6,E13,2014,R9,Very.high,1
E13-R9-6,E13,2014,R9,Invasive,0
E13-R9-6,E13,2014,R9,No_data,24
S08-1-21,S08,2014,S08-1,Colonizing,10
S08-1-21,S08,2014,S08-1,Fairly.high,4
S08-1-21,S08,2014,S08-1,High,13
S08-1-21,S08,2014,S08-1,Very.high,2
S08-1-21,S08,2014,S08-1,Invasive,0
S08-1-21,S08,2014,S08-1,No_data,18
S08-1-22,S08,2014,S08-1,Colonizing,18
S08-1-22,S08,2014,S08-1,Fairly.high,8
S08-1-22,S08,2014,S08-1,High,24
S08-1-22,S08,2014,S08-1,Very.high,5
S08-1-22,S08,2014,S08-1,Invasive,0
S08-1-22,S08,2014,S08-1,No_data,12
S08-1-57,S08,2014,S08-1,Colonizing,10
S08-1-57,S08,2014,S08-1,Fairly.high,10
S08-1-57,S08,2014,S08-1,High,16
S08-1-57,S08,2014,S08-1,Very.high,0
S08-1-57,S08,2014,S08-1,Invasive,1
S08-1-57,S08,2014,S08-1,No_data,19
S08-1-58,S08,2014,S08-1,Colonizing,10
S08-1-58,S08,2014,S08-1,Fairly.high,12
S08-1-58,S08,2014,S08-1,High,18
S08-1-58,S08,2014,S08-1,Very.high,0
S08-1-58,S08,2014,S08-1,Invasive,0
S08-1-58,S08,2014,S08-1,No_data,14
S08-17-25,S08,2014,S08-17,Colonizing,17
S08-17-25,S08,2014,S08-17,Fairly.high,1
S08-17-25,S08,2014,S08-17,High,11
S08-17-25,S08,2014,S08-17,Very.high,1
S08-17-25,S08,2014,S08-17,Invasive,0
S08-17-25,S08,2014,S08-17,No_data,10
S08-17-26,S08,2014,S08-17,Colonizing,15
S08-17-26,S08,2014,S08-17,Fairly.high,5
S08-17-26,S08,2014,S08-17,High,17
S08-17-26,S08,2014,S08-17,Very.high,3
S08-17-26,S08,2014,S08-17,Invasive,0
S08-17-26,S08,2014,S08-17,No_data,8
S08-17-59,S08,2014,S08-17,Colonizing,3
S08-17-59,S08,2014,S08-17,Fairly.high,10
S08-17-59,S08,2014,S08-17,High,16
S08-17-59,S08,2014,S08-17,Very.high,0
S08-17-59,S08,2014,S08-17,Invasive,0
S08-17-59,S08,2014,S08-17,No_data,14
S08-17-60,S08,2014,S08-17,Colonizing,14
S08-17-60,S08,2014,S08-17,Fairly.high,3
S08-17-60,S08,2014,S08-17,High,14
S08-17-60,S08,2014,S08-17,Very.high,0
S08-17-60,S08,2014,S08-17,Invasive,0
S08-17-60,S08,2014,S08-17,No_data,16
S08-3-23,S08,2014,S08-3,Colonizing,22
S08-3-23,S08,2014,S08-3,Fairly.high,2
S08-3-23,S08,2014,S08-3,High,14
S08-3-23,S08,2014,S08-3,Very.high,0
S08-3-23,S08,2014,S08-3,Invasive,1
S08-3-23,S08,2014,S08-3,No_data,16
S08-3-24,S08,2014,S08-3,Colonizing,24
S08-3-24,S08,2014,S08-3,Fairly.high,1
S08-3-24,S08,2014,S08-3,High,16
S08-3-24,S08,2014,S08-3,Very.high,0
S08-3-24,S08,2014,S08-3,Invasive,0
S08-3-24,S08,2014,S08-3,No_data,16
S08-3-53,S08,2014,S08-3,Colonizing,12
S08-3-53,S08,2014,S08-3,Fairly.high,4
S08-3-53,S08,2014,S08-3,High,16
S08-3-53,S08,2014,S08-3,Very.high,0
S08-3-53,S08,2014,S08-3,Invasive,0
S08-3-53,S08,2014,S08-3,No_data,20
S08-3-54,S08,2014,S08-3,Colonizing,23
S08-3-54,S08,2014,S08-3,Fairly.high,2
S08-3-54,S08,2014,S08-3,High,12
S08-3-54,S08,2014,S08-3,Very.high,0
S08-3-54,S08,2014,S08-3,Invasive,0
S08-3-54,S08,2014,S08-3,No_data,12
S08-32-61,S08,2014,S08-32,Colonizing,12
S08-32-61,S08,2014,S08-32,Fairly.high,14
S08-32-61,S08,2014,S08-32,High,20
S08-32-61,S08,2014,S08-32,Very.high,0
S08-32-61,S08,2014,S08-32,Invasive,1
S08-32-61,S08,2014,S08-32,No_data,19
S08-32-62,S08,2014,S08-32,Colonizing,12
S08-32-62,S08,2014,S08-32,Fairly.high,3
S08-32-62,S08,2014,S08-32,High,12
S08-32-62,S08,2014,S08-32,Very.high,0
S08-32-62,S08,2014,S08-32,Invasive,0
S08-32-62,S08,2014,S08-32,No_data,13
S08-32-63,S08,2014,S08-32,Colonizing,11
S08-32-63,S08,2014,S08-32,Fairly.high,2
S08-32-63,S08,2014,S08-32,High,16
S08-32-63,S08,2014,S08-32,Very.high,0
S08-32-63,S08,2014,S08-32,Invasive,0
S08-32-63,S08,2014,S08-32,No_data,9
S08-32-64,S08,2014,S08-32,Colonizing,13
S08-32-64,S08,2014,S08-32,Fairly.high,5
S08-32-64,S08,2014,S08-32,High,10
S08-32-64,S08,2014,S08-32,Very.high,0
S08-32-64,S08,2014,S08-32,Invasive,0
S08-32-64,S08,2014,S08-32,No_data,12
S08-36-25,S08,2014,S08-36,Colonizing,18
S08-36-25,S08,2014,S08-36,Fairly.high,3
S08-36-25,S08,2014,S08-36,High,13
S08-36-25,S08,2014,S08-36,Very.high,2
S08-36-25,S08,2014,S08-36,Invasive,0
S08-36-25,S08,2014,S08-36,No_data,17
S08-36-26,S08,2014,S08-36,Colonizing,17
S08-36-26,S08,2014,S08-36,Fairly.high,6
S08-36-26,S08,2014,S08-36,High,9
S08-36-26,S08,2014,S08-36,Very.high,1
S08-36-26,S08,2014,S08-36,Invasive,0
S08-36-26,S08,2014,S08-36,No_data,20
S08-36-59,S08,2014,S08-36,Colonizing,7
S08-36-59,S08,2014,S08-36,Fairly.high,8
S08-36-59,S08,2014,S08-36,High,21
S08-36-59,S08,2014,S08-36,Very.high,0
S08-36-59,S08,2014,S08-36,Invasive,0
S08-36-59,S08,2014,S08-36,No_data,16
S08-36-60,S08,2014,S08-36,Colonizing,14
S08-36-60,S08,2014,S08-36,Fairly.high,1
S08-36-60,S08,2014,S08-36,High,15
S08-36-60,S08,2014,S08-36,Very.high,0
S08-36-60,S08,2014,S08-36,Invasive,0
S08-36-60,S08,2014,S08-36,No_data,12
S13-17-17,S13,2014,S13-17,Colonizing,19
S13-17-17,S13,2014,S13-17,Fairly.high,42
S13-17-17,S13,2014,S13-17,High,22
S13-17-17,S13,2014,S13-17,Very.high,0
S13-17-17,S13,2014,S13-17,Invasive,0
S13-17-17,S13,2014,S13-17,No_data,15
S13-17-18,S13,2014,S13-17,Colonizing,26
S13-17-18,S13,2014,S13-17,Fairly.high,47
S13-17-18,S13,2014,S13-17,High,27
S13-17-18,S13,2014,S13-17,Very.high,7
S13-17-18,S13,2014,S13-17,Invasive,3
S13-17-18,S13,2014,S13-17,No_data,32
S13-17-49,S13,2014,S13-17,Colonizing,37
S13-17-49,S13,2014,S13-17,Fairly.high,27
S13-17-49,S13,2014,S13-17,High,17
S13-17-49,S13,2014,S13-17,Very.high,1
S13-17-49,S13,2014,S13-17,Invasive,0
S13-17-49,S13,2014,S13-17,No_data,23
S13-17-50,S13,2014,S13-17,Colonizing,15
S13-17-50,S13,2014,S13-17,Fairly.high,39
S13-17-50,S13,2014,S13-17,High,20
S13-17-50,S13,2014,S13-17,Very.high,2
S13-17-50,S13,2014,S13-17,Invasive,0
S13-17-50,S13,2014,S13-17,No_data,18
S13-2-65,S13,2014,S13-2,Colonizing,20
S13-2-65,S13,2014,S13-2,Fairly.high,43
S13-2-65,S13,2014,S13-2,High,16
S13-2-65,S13,2014,S13-2,Very.high,2
S13-2-65,S13,2014,S13-2,Invasive,0
S13-2-65,S13,2014,S13-2,No_data,23
S13-2-66,S13,2014,S13-2,Colonizing,19
S13-2-66,S13,2014,S13-2,Fairly.high,19
S13-2-66,S13,2014,S13-2,High,17
S13-2-66,S13,2014,S13-2,Very.high,4
S13-2-66,S13,2014,S13-2,Invasive,1
S13-2-66,S13,2014,S13-2,No_data,19
S13-2-67,S13,2014,S13-2,Colonizing,21
S13-2-67,S13,2014,S13-2,Fairly.high,34
S13-2-67,S13,2014,S13-2,High,21
S13-2-67,S13,2014,S13-2,Very.high,2
S13-2-67,S13,2014,S13-2,Invasive,1
S13-2-67,S13,2014,S13-2,No_data,21
S13-2-68,S13,2014,S13-2,Colonizing,18
S13-2-68,S13,2014,S13-2,Fairly.high,31
S13-2-68,S13,2014,S13-2,High,17
S13-2-68,S13,2014,S13-2,Very.high,4
S13-2-68,S13,2014,S13-2,Invasive,1
S13-2-68,S13,2014,S13-2,No_data,20
S13-26-19,S13,2014,S13-26,Colonizing,3
S13-26-19,S13,2014,S13-26,Fairly.high,26
S13-26-19,S13,2014,S13-26,High,19
S13-26-19,S13,2014,S13-26,Very.high,2
S13-26-19,S13,2014,S13-26,Invasive,0
S13-26-19,S13,2014,S13-26,No_data,18
S13-26-20,S13,2014,S13-26,Colonizing,9
S13-26-20,S13,2014,S13-26,Fairly.high,29
S13-26-20,S13,2014,S13-26,High,14
S13-26-20,S13,2014,S13-26,Very.high,6
S13-26-20,S13,2014,S13-26,Invasive,0
S13-26-20,S13,2014,S13-26,No_data,26
S13-26-37,S13,2014,S13-26,Colonizing,3
S13-26-37,S13,2014,S13-26,Fairly.high,34
S13-26-37,S13,2014,S13-26,High,15
S13-26-37,S13,2014,S13-26,Very.high,2
S13-26-37,S13,2014,S13-26,Invasive,1
S13-26-37,S13,2014,S13-26,No_data,9
S13-26-38,S13,2014,S13-26,Colonizing,6
S13-26-38,S13,2014,S13-26,Fairly.high,30
S13-26-38,S13,2014,S13-26,High,20
S13-26-38,S13,2014,S13-26,Very.high,1
S13-26-38,S13,2014,S13-26,Invasive,0
S13-26-38,S13,2014,S13-26,No_data,20
S13-6-11,S13,2014,S13-6,Colonizing,22
S13-6-11,S13,2014,S13-6,Fairly.high,22
S13-6-11,S13,2014,S13-6,High,12
S13-6-11,S13,2014,S13-6,Very.high,2
S13-6-11,S13,2014,S13-6,Invasive,1
S13-6-11,S13,2014,S13-6,No_data,21
S13-6-12,S13,2014,S13-6,Colonizing,14
S13-6-12,S13,2014,S13-6,Fairly.high,26
S13-6-12,S13,2014,S13-6,High,17
S13-6-12,S13,2014,S13-6,Very.high,1
S13-6-12,S13,2014,S13-6,Invasive,0
S13-6-12,S13,2014,S13-6,No_data,18
S13-6-41,S13,2014,S13-6,Colonizing,8
S13-6-41,S13,2014,S13-6,Fairly.high,10
S13-6-41,S13,2014,S13-6,High,16
S13-6-41,S13,2014,S13-6,Very.high,3
S13-6-41,S13,2014,S13-6,Invasive,2
S13-6-41,S13,2014,S13-6,No_data,34
S13-6-42,S13,2014,S13-6,Colonizing,27
S13-6-42,S13,2014,S13-6,Fairly.high,30
S13-6-42,S13,2014,S13-6,High,17
S13-6-42,S13,2014,S13-6,Very.high,1
S13-6-42,S13,2014,S13-6,Invasive,1
S13-6-42,S13,2014,S13-6,No_data,21
S13-9-13,S13,2014,S13-9,Colonizing,10
S13-9-13,S13,2014,S13-9,Fairly.high,16
S13-9-13,S13,2014,S13-9,High,24
S13-9-13,S13,2014,S13-9,Very.high,1
S13-9-13,S13,2014,S13-9,Invasive,2
S13-9-13,S13,2014,S13-9,No_data,17
S13-9-14,S13,2014,S13-9,Colonizing,15
S13-9-14,S13,2014,S13-9,Fairly.high,27
S13-9-14,S13,2014,S13-9,High,19
S13-9-14,S13,2014,S13-9,Very.high,0
S13-9-14,S13,2014,S13-9,Invasive,0
S13-9-14,S13,2014,S13-9,No_data,18
S13-9-39,S13,2014,S13-9,Colonizing,14
S13-9-39,S13,2014,S13-9,Fairly.high,18
S13-9-39,S13,2014,S13-9,High,13
S13-9-39,S13,2014,S13-9,Very.high,0
S13-9-39,S13,2014,S13-9,Invasive,0
S13-9-39,S13,2014,S13-9,No_data,15
S13-9-40,S13,2014,S13-9,Colonizing,14
S13-9-40,S13,2014,S13-9,Fairly.high,22
S13-9-40,S13,2014,S13-9,High,15
S13-9-40,S13,2014,S13-9,Very.high,0
S13-9-40,S13,2014,S13-9,Invasive,0
S13-9-40,S13,2014,S13-9,No_data,14
E13-R10-35,E13,2015,R10,Colonizing,5
E13-R10-35,E13,2015,R10,Fairly.high,11
E13-R10-35,E13,2015,R10,High,21
E13-R10-35,E13,2015,R10,Very.high,0
E13-R10-35,E13,2015,R10,Invasive,1
E13-R10-35,E13,2015,R10,No_data,16
E13-R10-36,E13,2015,R10,Colonizing,4
E13-R10-36,E13,2015,R10,Fairly.high,20
E13-R10-36,E13,2015,R10,High,21
E13-R10-36,E13,2015,R10,Very.high,0
E13-R10-36,E13,2015,R10,Invasive,0
E13-R10-36,E13,2015,R10,No_data,10
E13-R10-7,E13,2015,R10,Colonizing,8
E13-R10-7,E13,2015,R10,Fairly.high,8
E13-R10-7,E13,2015,R10,High,19
E13-R10-7,E13,2015,R10,Very.high,5
E13-R10-7,E13,2015,R10,Invasive,0
E13-R10-7,E13,2015,R10,No_data,9
E13-R10-8,E13,2015,R10,Colonizing,11
E13-R10-8,E13,2015,R10,Fairly.high,10
E13-R10-8,E13,2015,R10,High,19
E13-R10-8,E13,2015,R10,Very.high,1
E13-R10-8,E13,2015,R10,Invasive,2
E13-R10-8,E13,2015,R10,No_data,10
E13-R11-10,E13,2015,R11,Colonizing,25
E13-R11-10,E13,2015,R11,Fairly.high,12
E13-R11-10,E13,2015,R11,High,13
E13-R11-10,E13,2015,R11,Very.high,5
E13-R11-10,E13,2015,R11,Invasive,3
E13-R11-10,E13,2015,R11,No_data,27
E13-R11-33,E13,2015,R11,Colonizing,12
E13-R11-33,E13,2015,R11,Fairly.high,18
E13-R11-33,E13,2015,R11,High,10
E13-R11-33,E13,2015,R11,Very.high,3
E13-R11-33,E13,2015,R11,Invasive,1
E13-R11-33,E13,2015,R11,No_data,18
E13-R11-34,E13,2015,R11,Colonizing,18
E13-R11-34,E13,2015,R11,Fairly.high,18
E13-R11-34,E13,2015,R11,High,12
E13-R11-34,E13,2015,R11,Very.high,3
E13-R11-34,E13,2015,R11,Invasive,1
E13-R11-34,E13,2015,R11,No_data,21
E13-R11-9,E13,2015,R11,Colonizing,25
E13-R11-9,E13,2015,R11,Fairly.high,3
E13-R11-9,E13,2015,R11,High,11
E13-R11-9,E13,2015,R11,Very.high,1
E13-R11-9,E13,2015,R11,Invasive,1
E13-R11-9,E13,2015,R11,No_data,31
E13-R6-1,E13,2015,R6,Colonizing,26
E13-R6-1,E13,2015,R6,Fairly.high,8
E13-R6-1,E13,2015,R6,High,17
E13-R6-1,E13,2015,R6,Very.high,1
E13-R6-1,E13,2015,R6,Invasive,3
E13-R6-1,E13,2015,R6,No_data,19
E13-R6-2,E13,2015,R6,Colonizing,27
E13-R6-2,E13,2015,R6,Fairly.high,12
E13-R6-2,E13,2015,R6,High,13
E13-R6-2,E13,2015,R6,Very.high,4
E13-R6-2,E13,2015,R6,Invasive,4
E13-R6-2,E13,2015,R6,No_data,15
E13-R6-45,E13,2015,R6,Colonizing,16
E13-R6-45,E13,2015,R6,Fairly.high,9
E13-R6-45,E13,2015,R6,High,21
E13-R6-45,E13,2015,R6,Very.high,0
E13-R6-45,E13,2015,R6,Invasive,0
E13-R6-45,E13,2015,R6,No_data,12
E13-R6-46,E13,2015,R6,Colonizing,24
E13-R6-46,E13,2015,R6,Fairly.high,6
E13-R6-46,E13,2015,R6,High,16
E13-R6-46,E13,2015,R6,Very.high,1
E13-R6-46,E13,2015,R6,Invasive,0
E13-R6-46,E13,2015,R6,No_data,14
E13-R8-3,E13,2015,R8,Colonizing,18
E13-R8-3,E13,2015,R8,Fairly.high,21
E13-R8-3,E13,2015,R8,High,12
E13-R8-3,E13,2015,R8,Very.high,1
E13-R8-3,E13,2015,R8,Invasive,0
E13-R8-3,E13,2015,R8,No_data,26
E13-R8-31,E13,2015,R8,Colonizing,28
E13-R8-31,E13,2015,R8,Fairly.high,17
E13-R8-31,E13,2015,R8,High,8
E13-R8-31,E13,2015,R8,Very.high,3
E13-R8-31,E13,2015,R8,Invasive,3
E13-R8-31,E13,2015,R8,No_data,14
E13-R8-32,E13,2015,R8,Colonizing,16
E13-R8-32,E13,2015,R8,Fairly.high,12
E13-R8-32,E13,2015,R8,High,7
E13-R8-32,E13,2015,R8,Very.high,3
E13-R8-32,E13,2015,R8,Invasive,1
E13-R8-32,E13,2015,R8,No_data,17
E13-R8-4,E13,2015,R8,Colonizing,17
E13-R8-4,E13,2015,R8,Fairly.high,20
E13-R8-4,E13,2015,R8,High,4
E13-R8-4,E13,2015,R8,Very.high,0
E13-R8-4,E13,2015,R8,Invasive,0
E13-R8-4,E13,2015,R8,No_data,11
E13-R9-43,E13,2015,R9,Colonizing,27
E13-R9-43,E13,2015,R9,Fairly.high,10
E13-R9-43,E13,2015,R9,High,11
E13-R9-43,E13,2015,R9,Very.high,1
E13-R9-43,E13,2015,R9,Invasive,1
E13-R9-43,E13,2015,R9,No_data,24
E13-R9-44,E13,2015,R9,Colonizing,23
E13-R9-44,E13,2015,R9,Fairly.high,11
E13-R9-44,E13,2015,R9,High,11
E13-R9-44,E13,2015,R9,Very.high,2
E13-R9-44,E13,2015,R9,Invasive,0
E13-R9-44,E13,2015,R9,No_data,18
E13-R9-5,E13,2015,R9,Colonizing,16
E13-R9-5,E13,2015,R9,Fairly.high,16
E13-R9-5,E13,2015,R9,High,14
E13-R9-5,E13,2015,R9,Very.high,1
E13-R9-5,E13,2015,R9,Invasive,0
E13-R9-5,E13,2015,R9,No_data,15
E13-R9-6,E13,2015,R9,Colonizing,29
E13-R9-6,E13,2015,R9,Fairly.high,10
E13-R9-6,E13,2015,R9,High,8
E13-R9-6,E13,2015,R9,Very.high,2
E13-R9-6,E13,2015,R9,Invasive,0
E13-R9-6,E13,2015,R9,No_data,27
S08-1-21,S08,2015,S08-1,Colonizing,15
S08-1-21,S08,2015,S08-1,Fairly.high,3
S08-1-21,S08,2015,S08-1,High,11
S08-1-21,S08,2015,S08-1,Very.high,2
S08-1-21,S08,2015,S08-1,Invasive,0
S08-1-21,S08,2015,S08-1,No_data,17
S08-1-22,S08,2015,S08-1,Colonizing,18
S08-1-22,S08,2015,S08-1,Fairly.high,8
S08-1-22,S08,2015,S08-1,High,10
S08-1-22,S08,2015,S08-1,Very.high,3
S08-1-22,S08,2015,S08-1,Invasive,0
S08-1-22,S08,2015,S08-1,No_data,11
S08-1-57,S08,2015,S08-1,Colonizing,14
S08-1-57,S08,2015,S08-1,Fairly.high,7
S08-1-57,S08,2015,S08-1,High,15
S08-1-57,S08,2015,S08-1,Very.high,0
S08-1-57,S08,2015,S08-1,Invasive,0
S08-1-57,S08,2015,S08-1,No_data,27
S08-1-58,S08,2015,S08-1,Colonizing,13
S08-1-58,S08,2015,S08-1,Fairly.high,6
S08-1-58,S08,2015,S08-1,High,18
S08-1-58,S08,2015,S08-1,Very.high,0
S08-1-58,S08,2015,S08-1,Invasive,0
S08-1-58,S08,2015,S08-1,No_data,29
S08-17-25,S08,2015,S08-17,Colonizing,12
S08-17-25,S08,2015,S08-17,Fairly.high,2
S08-17-25,S08,2015,S08-17,High,5
S08-17-25,S08,2015,S08-17,Very.high,1
S08-17-25,S08,2015,S08-17,Invasive,0
S08-17-25,S08,2015,S08-17,No_data,12
S08-17-26,S08,2015,S08-17,Colonizing,11
S08-17-26,S08,2015,S08-17,Fairly.high,2
S08-17-26,S08,2015,S08-17,High,13
S08-17-26,S08,2015,S08-17,Very.high,3
S08-17-26,S08,2015,S08-17,Invasive,0
S08-17-26,S08,2015,S08-17,No_data,10
S08-17-59,S08,2015,S08-17,Colonizing,8
S08-17-59,S08,2015,S08-17,Fairly.high,3
S08-17-59,S08,2015,S08-17,High,15
S08-17-59,S08,2015,S08-17,Very.high,1
S08-17-59,S08,2015,S08-17,Invasive,0
S08-17-59,S08,2015,S08-17,No_data,21
S08-17-60,S08,2015,S08-17,Colonizing,16
S08-17-60,S08,2015,S08-17,Fairly.high,0
S08-17-60,S08,2015,S08-17,High,6
S08-17-60,S08,2015,S08-17,Very.high,0
S08-17-60,S08,2015,S08-17,Invasive,1
S08-17-60,S08,2015,S08-17,No_data,24
S08-3-23,S08,2015,S08-3,Colonizing,5
S08-3-23,S08,2015,S08-3,Fairly.high,4
S08-3-23,S08,2015,S08-3,High,12
S08-3-23,S08,2015,S08-3,Very.high,0
S08-3-23,S08,2015,S08-3,Invasive,0
S08-3-23,S08,2015,S08-3,No_data,12
S08-3-24,S08,2015,S08-3,Colonizing,11
S08-3-24,S08,2015,S08-3,Fairly.high,1
S08-3-24,S08,2015,S08-3,High,15
S08-3-24,S08,2015,S08-3,Very.high,0
S08-3-24,S08,2015,S08-3,Invasive,0
S08-3-24,S08,2015,S08-3,No_data,12
S08-3-53,S08,2015,S08-3,Colonizing,5
S08-3-53,S08,2015,S08-3,Fairly.high,0
S08-3-53,S08,2015,S08-3,High,10
S08-3-53,S08,2015,S08-3,Very.high,0
S08-3-53,S08,2015,S08-3,Invasive,0
S08-3-53,S08,2015,S08-3,No_data,20
S08-3-54,S08,2015,S08-3,Colonizing,6
S08-3-54,S08,2015,S08-3,Fairly.high,2
S08-3-54,S08,2015,S08-3,High,13
S08-3-54,S08,2015,S08-3,Very.high,0
S08-3-54,S08,2015,S08-3,Invasive,0
S08-3-54,S08,2015,S08-3,No_data,26
S08-32-61,S08,2015,S08-32,Colonizing,13
S08-32-61,S08,2015,S08-32,Fairly.high,5
S08-32-61,S08,2015,S08-32,High,14
S08-32-61,S08,2015,S08-32,Very.high,0
S08-32-61,S08,2015,S08-32,Invasive,0
S08-32-61,S08,2015,S08-32,No_data,23
S08-32-62,S08,2015,S08-32,Colonizing,10
S08-32-62,S08,2015,S08-32,Fairly.high,1
S08-32-62,S08,2015,S08-32,High,13
S08-32-62,S08,2015,S08-32,Very.high,0
S08-32-62,S08,2015,S08-32,Invasive,0
S08-32-62,S08,2015,S08-32,No_data,14
S08-32-63,S08,2015,S08-32,Colonizing,10
S08-32-63,S08,2015,S08-32,Fairly.high,2
S08-32-63,S08,2015,S08-32,High,13
S08-32-63,S08,2015,S08-32,Very.high,1
S08-32-63,S08,2015,S08-32,Invasive,0
S08-32-63,S08,2015,S08-32,No_data,11
S08-32-64,S08,2015,S08-32,Colonizing,6
